Categorie_template_2,Categorie_template_1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34
SCRA_ST,Grade C,"0,5508477165","0,6618027205","0,7026750952","0,5499787232","0,6340018693","0,8344605804","0,2041565173","0,738359598","0,952721242","0,6856219549","0,3844591121","0,9883797839","0,3124609823","0,8619618295","0,3709827851","0,7766040104","0,3581993395","0,9199945306","0,6611300513","0,7794269295","0,3661165049","0,03014823641","0,3123942211","0,4642388233","0,9255751521","0,2419251825","0,1224349913","0,3776175888","0,4366040303","0,8723119826","0,1330341741","0,01155879885","0,8920314503","0,006361906892"
SCRA_ST,Cannot yet be assigned,"0,7329639124","0,2388876225","0,9995040429","0,9353300329","0,7064245019","0,8081770463","0,6115949662","0,7397485239","0,04524254037","0,927078287","0,6449823504","0,9985817182","0,9655382831","0,8125244183","0,5319322159","0,5292044507","0,3387157589","0,5262881257","0,5566269602","0,03758035938","0,9530076038","0,271108949","0,8776722055","0,5123300848","0,4290622741","0,9802136708","0,866953672","0,193762849","0,4513469527","0,3681069875","0,5892153407","0,01475304134","0,5913980722","0,9200800483"
,Covered bonds; of which:,"0,9588101304","0,9520250502","0,1683476291","0,4576623648","0,5862597879","0,8685351439","0,3983631243","0,290070708","0,4079560957","0,6486671117","0,343629056","0,8589421203","0,6850214973","0,2094930952","0,3006334262","0,9140017067","0,2579482558","0,8856203003","0,3898069821","0,1827937414","0,5011328527","0,04575879497","0,4738127579","0,9998060118","0,2999905889","0,6019941602","0,1485409537","0,2135071017","0,6775118408","0,8044959705","0,7564244784","0,5594379471","0,69419205","0,7192753153"
,rated,"0,03444538655","0,891694507","0,1863568321","0,08242054971","0,8660984779","0,9337369564","0,345780142","0,2439656051","0,1031028868","0,2549752283","0,5077335214","0,415585716","0,05622538233","0,4453793099","0,4498990643","0,5111262028","0,1016198665","0,4176810129","0,7710141993","0,6430520885","0,95261333","0,4979561775","0,5700810572","0,6762438276","0,1075829438","0,5749352307","0,8851173395","0,4201873302","0,06001440511","0,9353917529","0,6166989607","0,8549747095","0,04921442622","0,4256542149"
Covered bonds Rated,AAA to AA- ,"0,3001405662","0,8400298493","0,3327939063","0,7740314024","0,9204515295","0,683545627","0,8755608904","0,108352262","0,7878994416","0,762522348","0,3828105355","0,7237128667","0,7236800736","0,9255684848","0,3714440108","0,9861119102","0,5226582282","0,3201244781","0,906317562","0,1904458084","0,2002514513","0,2317426548","0,6307437893","0,86361597","0,5223463325","0,4340680818","0,9751211281","0,3885944679","0,7483312033","0,936880425","0,3355922785","0,733779927","0,217525332","0,8525639903"
Covered bonds Rated,A+ to A-,"0,8715361751","0,8315555703","0,9774077763","0,5888273458","0,4697803629","0,4722928661","0,3265482934","0,8557881754","0,864754085","0,5913727437","0,2812182621","0,7435569436","0,8131738018","0,5720594826","0,605176912","0,8935590358","0,1633252209","0,7454944693","0,09484872359","0,2387638004","0,2378363028","0,008864916471","0,3027245978","0,7224340792","0,497842465","0,462216148","0,9725293613","0,3703120252","0,1630128046","0,8772919048","0,6013471034","0,9617553978","0,4824143226","0,777608701"
Covered bonds Rated,BBB+ to BBB-,"0,7534975914","0,2597065583","0,4852890425","0,6341472809","0,9828685926","0,1816653986","0,7585117858","0,1305352661","0,5915681332","0,02882693298","0,6960696902","0,1460764919","0,6684203499","0,4264356508","0,6313196286","0,1794302241","0,01972707279","0,9497255337","0,8547467255","0,5201941721","0,1970034459","0,9811160099","0,4157120524","0,1536455109","0,4346533457","0,2520135797","0,7812379493","0,57367448","0,9574538823","0,7402700894","0,8375790834","0,7984967157","0,7710388435","0,5054813324"
Covered bonds Rated,BB+ to B-,"0,9656870289","0,3747349227","0,7425629421","0,3852228274","0,2676032227","0,5719460854","0,07421733152","0,874249885","0,05991916318","0,3833575339","0,9740539176","0,776311827","0,0388397059","0,4106693736","0,2545239009","0,6158877707","0,9610788643","0,006822961792","0,4260863724","0,5165697952","0,9967888656","0,6408492272","0,7923541568","0,2732198254","0,07196582681","0,7366371689","0,5502950393","0,7574975312","0,7522416572","0,336604784","0,4146840764","0,7289335553","0,3186060976","0,1102004481"
Covered bonds Rated,below B-,"0,3028795067","0,8119129898","0,2420705185","0,7888024375","0,6916077383","0,4834574281","0,2216386515","0,7721899632","0,2074342959","0,0922602872","0,7286663927","0,04952496037","0,7217030938","0,6521271658","0,7658786624","0,9488773796","0,5167012195","0,3106464594","0,4000244944","0,9793433673","0,7796482629","0,1080067845","0,2630710746","0,5664617648","0,05076916467","0,7322637881","0,5261119003","0,2217785557","0,4666674552","0,639861341","0,002148062648","0,4904616353","0,4966614965","0,1494698883"
,unrated; of which:,"0,4531976996","0,9174089718","0,1076107474","0,07337208726","0,2074751397","0,7444730253","0,7764348701","0,0377069619","0,1806492451","0,756604661","0,9819466867","0,9843172576","0,803590276","0,5385549741","0,9562200985","0,8943971744","0,8717892596","0,2044262248","0,2256041574","0,4006686453","0,4645510667","0,5833959152","0,7299954555","0,6100171127","0,4965620725","0,9432799554","0,7260508537","0,9301074579","0,7452468876","0,1170775177","0,1366024556","0,4003759903","0,6240864027","0,5197107592"
Covered bonds Unrated,risk weight for issuing bank of 20%,"0,05943844192","0,722618348","0,964242365","0,6702235152","0,5859688862","0,9023205803","0,1251859953","0,7405762479","0,05017575875","0,2495153256","0,07847868212","0,2804315013","0,2367387935","0,2250166667","0,7609277716","0,3643405195","0,7679608832","0,8052750895","0,6944635494","0,1515689666","0,690453224","0,8747881511","0,7845347702","0,6486383806","0,340565033","0,9592747188","0,3194444547","0,07772257917","0,1876852715","0,9052349667","0,09875660181","0,4081806515","0,6641137493","0,9288997213"
Covered bonds Unrated,risk weight for issuing bank of 30%,"0,2521812553","0,1661388695","0,3701937915","0,5230567378","0,2503593091","0,4813561745","0,4653001839","0,8042662594","0,5289513539","0,08329449059","0,9603403753","0,6797916361","0,2374025453","0,03644721063","0,08009640274","0,06492036115","0,7108444489","0,0433993545","0,2906972975","0,8244487802","0,4233631238","0,1561164714","0,4612447057","0,8831279774","0,7958864236","0,6234152241","0,5308905294","0,9396528262","0,0326709591","0,8554813914","0,1507576187","0,9393764632","0,1652523231","0,8114959635"
Covered bonds Unrated,risk weight for issuing bank of 40%,"0,1256768983","0,8785717106","0,9453656095","0,4893053658","0,3896771173","0,9311026065","0,6051463808","0,1075781065","0,2678519645","0,6485642264","0,6022151768","0,7721080084","0,3117937561","0,730532052","0,5645996833","0,3759593302","0,519026374","0,4044630905","0,6207213901","0,7356054368","0,7302589439","0,4479533832","0,06894436099","0,3667171971","0,58634382","0,1355759819","0,07712005998","0,7027968262","0,7035395218","0,1167998809","0,3387944335","0,3163799168","0,7383734011","0,8769977435"
Covered bonds Unrated,risk weight for issuing bank of 50%,"0,09746504395","0,942422268","0,8481930404","0,9676816036","0,7457433174","0,263122011","0,02877155067","0,6267973832","0,6663967365","0,6487483514","0,1749990992","0,0714158695","0,6188778869","0,1495815415","0,1364881263","0,3499695445","0,9092521377","0,05570663729","0,9195253381","0,05038388137","0,5080725024","0,1506898537","0,4723871983","0,7138130853","0,7814945506","0,9724844886","0,4097779722","0,4312190359","0,004241334108","0,4047178025","0,241971885","0,2843230598","0,6560355862","0,1998286848"
Covered bonds Unrated,risk weight for issuing bank of 75%,"0,4795344424","0,5022341497","0,9476411801","0,540971079","0,4467615468","0,10978535","0,5036222013","0,1684872901","0,6964298549","0,2930100975","0,6856465014","0,7382821469","0,6988765207","0,4584896672","0,6533079443","0,04412957964","0,2081474337","0,8249438759","0,8821898871","0,3296792942","0,3357629555","0,9081374603","0,9676061891","0,3318028025","0,9097284785","0,2732166595","0,1890050088","0,6010897348","0,4634250369","0,7509178143","0,1117997054","0,07572093695","0,1648350609","0,03772251017"
Covered bonds Unrated,risk weight for issuing bank of 100%,"0,3017943291","0,09376701721","0,4458084832","0,7241660865","0,1561702083","0,09462558706","0,2006899902","0,4840947101","0,7706856577","0,3402942535","0,182778835","0,6913882845","0,007307864142","0,9724118171","0,9972313003","0,5660196661","0,6693198851","0,3861024932","0,1874896759","0,8699136877","0,5243185823","0,4428869241","0,6422508994","0,3617428852","0,5049822186","0,3853574038","0,1694170245","0,8568839311","0,5399089956","0,9706153566","0,8128635512","0,5369745593","0,3779597354","0,8209148986"
Covered bonds Unrated,risk weight for issuing bank of 150%,"0,9239154632","0,9273292716","0,866752028","0,9470062399","0,876521965","0,7601708282","0,7797737032","0,6585515363","0,3215202155","0,5077793411","0,4351720973","0,8820106883","0,414205964","0,2414449294","0,8596421943","0,9949365929","0,9457911007","0,5222832573","0,3599469267","0,09675492135","0,5705874548","0,2466560495","0,0321161873","0,4769325507","0,7893368005","0,6929360513","0,2768685938","0,8364466802","0,07092029689","0,5700621435","0,9246801129","0,6943477708","0,6636247061","0,9200877095"
,"Total corporates, of which:","0,1356471107","0,5210143088","0,8151670529","0,2506623397","0,3694919501","0,566464309","0,53253279","0,3239691614","0,9268070098","0,777955541","0,5893919762","0,4288279044","0,3410990907","0,651439461","0,906666913","0,07072170216","0,9386020281","0,940969208","0,3312030236","0,6379724538","0,7204155086","0,6418575383","0,08874515266","0,008047197284","0,3748824863","0,5569009441","0,8204758161","0,7001417528","0,07026008513","0,6330779711","0,3282679968","0,3029535261","0,9169966379","0,1907009188"
,Corporates; of which:,"0,6037397187","0,8968343716","0,9468380504","0,9263918267","0,9767421003","0,5736380294","0,7001239335","0,4811928828","0,4043902138","0,5817550004","0,5246500931","0,7413797021","0,1628257213","0,789536159","0,04071374719","0,507441828","0,1436477214","0,5761230831","0,6703482213","0,9837778269","0,691522859","0,3850771373","0,7568644241","0,02292055597","0,5274860001","0,1488629416","0,8768487109","0,1980903103","0,1543242484","0,02769807596","0,8762636142","0,2554985321","0,7625072449","0,5361641148"
,Corporates (excluding SMEs); of which:,"0,3744818039","0,9796359652","0,840979772","0,9566810506","0,3071285114","0,8188516926","0,5694517973","0,07550317244","0,4326967689","0,4616344376","0,3021921081","0,06867975664","0,9553008674","0,2104703633","0,5106552596","0,5669504206","0,0679819988","0,966885507","0,05659130006","0,6792122497","0,621272385","0,5904188208","0,2077915895","0,7901090604","0,1569372063","0,08451175345","0,5497286638","0,8520940339","0,6937662795","0,5686956259","0,6316216103","0,7119133358","0,4696691412","0,634153379"
,Corporates (excluding SMEs) - rating allowed; of which:,"0,2003135034","0,7220639522","0,8895518663","0,9503908718","0,9511108224","0,4730572848","0,4158167921","0,9751111791","0,7159882617","0,588187739","0,239878448","0,917262349","0,1420503144","0,01378475094","0,7118355604","0,7833071059","0,8335248927","0,02624795466","0,5049079744","0,2268347969","0,01230129205","0,3324239646","0,515463982","0,5613130122","0,3781268104","0,9029743335","0,3206923552","0,5446032504","0,1805770905","0,2893756245","0,8803509829","0,8953536795","0,8401110924","0,633200247"
,rated corporate exposures; of which:,"0,124331351","0,6597667336","0,5687322746","0,3507872364","0,7653342387","0,1036057846","0,9756304579","0,2590900862","0,1766740551","0,6643583918","0,2425340972","0,9832508277","0,9040444944","0,5813599331","0,221709057","0,3059334749","0,2405423901","0,04162134485","0,3658866002","0,1314609851","0,9982231157","0,6213812112","0,7382132215","0,4066712526","0,3692759099","0,1492552492","0,1457098788","0,7923040723","0,1645688958","0,4488996903","0,7372135192","0,7874647682","0,362822191","0,00992484426"
Corp rated,AAA to AA- ,"0,8875394906","0,4883165614","0,4486287473","0,7401880249","0,5697602942","0,1697232025","0,9436544392","0,495126596","0,02717385364","0,1809812501","0,759869544","0,2801702152","0,9026742005","0,6940925641","0,9054815357","0,987163713","0,1038176179","0,04383004129","0,2832639009","0,3052606431","0,9359241097","0,9015115346","0,1443613067","0,2394222126","0,07151004485","0,006059967969","0,6946649066","0,7945553684","0,2104529727","0,7991821197","0,5465366619","0,1081570405","0,5636092306","0,8476309583"
Corp rated,A+ to A-,"0,6654603359","0,3272465383","0,2473885478","0,5607236104","0,7316679822","0,04010391124","0,9500217679","0,6800203985","0,5200514936","0,4998147459","0,330855086","0,07637421245","0,9402741833","0,7212080238","0,1715395785","0,2935873001","0,9594316035","0,2831806195","0,9730809252","0,201122716","0,7547128602","0,3736796259","0,7846163158","0,7315634313","0,6891565827","0,002574308873","0,6306306771","0,04580294537","0,08819267792","0,6904315118","0,7940889599","0,9676727124","0,5182947413","0,7351539374"
Corp rated,BBB+ to BBB-,"0,8951520308","0,5711286261","0,1709733655","0,5036211071","0,7161176594","0,3587092553","0,9806922166","0,3647155203","0,357032542","0,08849116502","0,2086770141","0,1502253109","0,360743419","0,7547510446","0,4550328453","0,5515472282","0,231072411","0,4188443107","0,02281322282","0,4410905704","0,2131414081","0,524651548","0,5461861117","0,6382607946","0,6201870636","0,6397959119","0,4591123926","0,5799279563","0,2551148873","0,4797172512","0,4802262159","0,04006394658","0,9564857215","0,9359473388"
Corp rated,BB+ to BB-,"0,2385746459","0,2005149116","0,5579974115","0,5023248963","0,9460426229","0,232942582","0,7917363813","0,1532196184","0,6949344895","0,8318903059","0,7131594751","0,5631590973","0,9632369941","0,7173395217","0,939707547","0,03404408657","0,1795253584","0,1220523502","0,8661990078","0,2327681722","0,7249084844","0,3940628467","0,165011337","0,4753598825","0,3326076969","0,2782426095","0,2514769621","0,4629801641","0,9668645323","0,01161470293","0,9275373941","0,05220360158","0,3146311141","0,6141603199"
Corp rated,below BB-,"0,9428556948","0,9173828007","0,03711215893","0,4174871063","0,7072157362","0,5774859842","0,005290318159","0,06601301428","0,1686441706","0,2686828153","0,5167114904","0,5320068062","0,3569989766","0,7077814793","0,06583247907","0,3148850769","0,493575079","0,7169804001","0,950237799","0,1338912257","0,1124764414","0,3006544724","0,191429946","0,6038335414","0,8754058377","0,4551171689","0,7528729544","0,10615567","0,7985304673","0,6177612408","0,8154521343","0,02590239052","0,5446523859","0,1043634185"
,unrated corporate exposures ,"0,5061972665","0,6335129299","0,8704230746","0,4727191074","0,448527772","0,9565670089","0,09149575819","0,04535364449","0,8842259598","0,1744501507","0,4930801147","0,9596544484","0,7299375374","0,630699497","0,6779358468","0,3267645745","0,7516847185","0,7506795832","0,2230223296","0,03189474131","0,4591021307","0,6142793647","0,02263120655","0,513611538","0,9574408425","0,9095420595","0,81238615","0,1043104914","0,9821031082","0,8301246659","0,7067821209","0,4815872044","0,9703520327","0,4296788952"
,Corporates (excluding SMEs) - rating not allowed; of which:,"0,4611488901","0,5553641424","0,02130479047","0,5541843636","0,7796622693","0,757242476","0,8103811494","0,4329766812","0,1106582626","0,2708723593","0,6120363414","0,4881208421","0,1497981579","0,1896177159","0,7946031909","0,1848212564","0,5230829853","0,4404143999","0,02892904934","0,1110375692","0,8626537705","0,4589703842","0,6743743724","0,2180444828","0,3354851861","0,05089892303","0,175886527","0,6187048608","0,6156034862","0,5585663901","0,5433457837","0,9289607382","0,9281551904","0,7239441841"
Corp unrated,investment grade,"0,748808495","0,9136285326","0,1103086756","0,3690217426","0,8262518819","0,86236722","0,496531709","0,7110945367","0,09624491212","0,1044568345","0,5802654391","0,2379805202","0,5044048783","0,06607303573","0,2413606806","0,5562889398","0,2403377951","0,8281329773","0,9182872","0,8197042508","0,1830163307","0,4721536831","0,7319998615","0,7581585454","0,3066881766","0,937857026","0,1247328715","0,01350420791","0,07920529398","0,6102028185","0,7550851478","0,1502480312","0,3426732648","0,7568525535"
Corp unrated,not investment grade,"0,9280555931","0,4134774203","0,3910962697","0,9653277957","0,6441985497","0,3664863266","0,7400049351","0,0009384489525","0,3743322931","0,3684597616","0,08901637725","0,7035611697","0,1474750655","0,2044064436","0,4875325676","0,9001026629","0,5331103894","0,02767713018","0,2337211419","0,8241932101","0,5109921549","0,5103257639","0,9155189706","0,2979489911","0,1541490865","0,7976442841","0,7343935526","0,7373934166","0,1142541617","0,3890934799","0,8456572474","0,1960454036","0,4893461788","0,4164863168"
,Corporate SME exposures,"0,6748258478","0,1101124255","0,4540816312","0,2080819493","0,9691811845","0,5768733469","0,9041084018","0,6712023424","0,9662849247","0,8371911609","0,9027630823","0,4081353647","0,5305539888","0,3465056622","0,3860745028","0,6174010272","0,4735934531","0,8460283354","0,826646617","0,7888233516","0,02267872859","0,01286735183","0,9457914554","0,03773980208","0,4646880861","0,232448763","0,9750903156","0,4902941193","0,09356770462","0,2172636833","0,0315001737","0,3837838319","0,1255444407","0,3024161785"
,Specialised lending; of which:,"0,5574096616","0,8629900549","0,7071930372","0,7878239784","0,665879686","0,552681227","0,173714243","0,01454370725","0,8132522686","0,9108093342","0,8959674226","0,8571568222","0,9879081493","0,7805415279","0,8556129419","0,8884648149","0,2140071428","0,2878236674","0,5049161626","0,1764819162","0,9939618975","0,8618381197","0,53890511","0,3898600174","0,3260278616","0,1751900861","0,8931109744","0,04101383033","0,6362732938","0,5425486356","0,3398472775","0,3495206065","0,7581386059","0,9932279015"
Specialised Lending,rated (only for jurisdictions where rating is allowed),"0,3372265707","0,419368338","0,1062059403","0,9710343302","0,327250244","0,03904134595","0,9445997492","0,8626719575","0,3261356088","0,7983590817","0,9757180704","0,4554569569","0,03115302374","0,9252700789","0,9703861385","0,1472181859","0,3168896287","0,875925441","0,1567106604","0,9193704166","0,8654236062","0,7924654908","0,4575295234","0,2321191889","0,481058432","0,03666983852","0,9067604028","0,8903813392","0,2279528249","0,5064114709","0,170582103","0,9413644966","0,3932410909","0,001423963594"
,project finance; of which:,"0,1583096323","0,1482309165","0,4799573786","0,1752296682","0,1152043054","0,6785451243","0,1441961448","0,7078531033","0,6538529506","0,09562624778","0,07032121712","0,03464715847","0,6598440126","0,4071022144","0,9245903069","0,2996996032","0,3160171902","0,200553648","0,995029973","0,2921148303","0,4544968608","0,08195817306","0,9326392113","0,6046563246","0,2606516158","0,2912635319","0,2579253984","0,7492572648","0,9949033865","0,4893825834","0,2464504837","0,6441026424","0,6453811935","0,9657865323"
Specialised Lending,pre-operational phase,"0,9374764071","0,04927208847","0,1829858079","0,7967640271","0,9654153481","0,07664744423","0,708029882","0,1700889916","0,9724540084","0,2869523968","0,3165871089","0,1834385568","0,2055698246","0,7106449869","0,7070441547","0,5865371984","0,6311680483","0,0439828322","0,1052708687","0,9089756438","0,5419276541","0,04054698146","0,00996875965","0,1798163353","0,04603745053","0,9509957434","0,5483913149","0,7008762454","0,1264746812","0,8024612105","0,8942484437","0,05816618066","0,400361661","0,5716958265"
Specialised Lending,operational phase,"0,1345802889","0,5486640421","0,7543548146","0,8026705849","0,3519514133","0,3019335915","0,7534781446","0,7250386136","0,609278358","0,8188242769","0,4075958546","0,6263173711","0,8387251852","0,3328877584","0,7706920692","0,7247479347","0,4642573854","0,07236121943","0,5748265218","0,6896965199","0,5837445138","0,1084574298","0,5216602119","0,827429481","0,7204721167","0,7370611384","0,2142677555","0,3175827643","0,7382098279","0,5077538278","0,8101989809","0,1362204685","0,4641775009","0,09709677357"
Specialised Lending,operational phase (high quality),"0,9674303028","0,5185266694","0,6421615836","0,1823547363","0,5029543932","0,1060755832","0,415562973","0,1102297742","0,5564072736","0,6206928579","0,1718205025","0,8791974831","0,09931841795","0,1787110022","0,2351242519","0,9658630102","0,5177609445","0,7938419155","0,2335042544","0,3747314378","0,3532560568","0,007834907244","0,4524577487","0,6659554901","0,5196497783","0,04881132615","0,5519541368","0,08383383361","0,396993257","0,1197233811","0,4135717099","0,4456370554","0,4739660121","0,6352046889"
Specialised Lending,object finance,"0,1483653629","0,3297993084","0,1998039214","0,1989267048","0,4951224296","0,7168558327","0,3475678365","0,1556554388","0,1503968981","0,3281126131","0,6605959008","0,8149277114","0,5389573236","0,6501153801","0,6298672159","0,4137416861","0,02994174901","0,04284150973","0,8839827816","0,3688272661","0,3847974491","0,8809307353","0,5435635575","0,6613445667","0,6710687139","0,9530077007","0,9768757274","0,7227927579","0,3909644458","0,6417102166","0,3564936044","0,5932776216","0,4769577365","0,5681690569"
Specialised Lending,commodity finance,"0,9781468592","0,6754535142","0,9965688396","0,5507247838","0,2411300061","0,718982131","0,535115685","0,329649117","0,008849030202","0,6616764275","0,523339558","0,08045857718","0,5038467955","0,08252426482","0,8213772948","0,360242258","0,1757051489","0,7850185977","0,5027994587","0,9591603305","0,8980673914","0,1145588451","0,7632100047","0,05955309628","0,6504985767","0,09083643209","0,09879367725","0,1202668102","0,5886559112","0,1202500582","0,2505696929","0,5974331091","0,7548755273","0,4723406873"
,Equity and subordinated debt etc exposures; of which:,"0,9772724575","0,2107588441","0,6971385592","0,3543772738","0,5494271657","0,2411214115","0,2466443619","0,9010435161","0,4423511171","0,3286068982","0,3623236889","0,3192589615","0,8274236397","0,9430826336","0,4884026705","0,5770568678","0,5891344116","0,4367028225","0,2432096297","0,8218364311","0,3277779143","0,3559255103","0,7744111003","0,843417837","0,4541708429","0,6867467926","0,5256829712","0,2400435109","0,1316720306","0,8785194871","0,6100375369","0,7327914969","0,92722948","0,9809814379"
,Equity exposures; of which:,"0,3853656443","0,5731290758","0,5506389433","0,4536662719","0,1996721947","0,009276574523","0,1616958645","0,03146997828","0,8341944553","0,9555162927","0,005021688966","0,02862745083","0,2985045582","0,7607185139","0,6477042589","0,03776092799","0,7423227676","0,5660605902","0,8092335055","0,3788308645","0,07390623864","0,7681329524","0,5028455572","0,07769398238","0,8194551481","0,5054797617","0,6514812121","0,1975178146","0,0435130299","0,07277967625","0,4421828889","0,6875113029","0,8270957826","0,0389420944"
Equity exposures,speculative unlisted,"0,04687422464","0,7103703612","0,7669921722","0,8963529936","0,5045181073","0,1645293589","0,4394201589","0,5822670892","0,3324523658","0,7810741203","0,2877652071","0,7854836006","0,9154301005","0,1328230685","0,1704218197","0,5203900088","0,7559191206","0,5857153187","0,9390392431","0,4215260505","0,4177587615","0,9139765281","0,05836635833","0,0380846572","0,7810321179","0,3685976217","0,07278863187","0,4913480793","0,8463433833","0,9063102652","0,01175055693","0,7789029152","0,8862603087","0,3536256578"
Equity exposures,exposures to certain legislative programs,"0,8171187188","0,08709217041","0,2460117186","0,8832019731","0,2460569249","0,7135104977","0,1300016804","0,5698918635","0,9570090032","0,2080549753","0,6378052735","0,54571531","0,0293390109","0,2362586072","0,5083257521","0,248917899","0,6720090922","0,09708178667","0,8931613042","0,5090506188","0,5065368114","0,07742787094","0,6805612063","0,3295729423","0,2389951761","0,8854673711","0,2537891227","0,8924075504","0,49659878","0,8076989681","0,3798472113","0,2286908347","0,8593020729","0,8098705692"
Equity exposures,others,"0,2200272791","0,6639138192","0,25067565","0,650194528","0,2041105173","0,6496420475","0,7205920778","0,1375198486","0,7882194802","0,5414596047","0,5068349468","0,4613885099","0,8670910302","0,2937606647","0,2299960138","0,4325162826","0,8063163028","0,4587740914","0,1530983666","0,6728103694","0,460848131","0,4077727281","0,4622674372","0,6903292767","0,9927151314","0,5776931099","0,24268122","0,4549494188","0,3106049541","0,4762288472","0,8655282469","0,3860237154","0,2166742622","0,07396776802"
,"Subordinated debt, capital instruments other than equity and other TLAC liabilities not deducted from capital","0,1000927473","0,2937952138","0,1206408052","0,9595126564","0,1890149035","0,9591922235","0,6791298242","0,9392660128","0,4211278124","0,7479000056","0,7230766937","0,1799818952","0,5205468211","0,6612908765","0,5195293427","0,8807465714","0,6767539425","0,8658285052","0,5224941819","0,2200627662","0,3042954634","0,1530811184","0,7987315229","0,0614937627","0,6884248398","0,119122843","0,3724101099","0,04259001786","0,9118630555","0,6755362009","0,9057643775","0,6226906128","0,5408563351","0,03254914044"
,Equity investment in funds; of which:,"0,8247285336","0,840241445","0,4174863581","0,9792263906","0,8577976692","0,4724213005","0,6670988545","0,6586147065","0,2987289072","0,9377514546","0,7272749435","0,2239807779","0,3035109428","0,5374802258","0,8326029557","0,945736346","0,2908845003","0,7736007311","0,7409640455","0,4403626633","0,4739098324","0,7217959816","0,4165836996","0,6492805795","0,4358123145","0,5734253638","0,471060672","0,266013272","0,8838037431","0,8945571217","0,05319995922","0,5644311072","0,9303971136","0,1236834724"
Equity investment in funds,equity investment in funds (mandate-based approach),"0,6665572213","0,8114927019","0,4262572514","0,3967326085","0,3739843255","0,7139329756","0,7549456622","0,3922641207","0,03301244327","0,4620748199","0,6819569911","0,08575819531","0,001439194474","0,09450574298","0,6571173394","0,2963474739","0,228626768","0,03911454295","0,0317949137","0,2414409812","0,3203471516","0,9489653006","0,8286387679","0,1629446907","0,6048833782","0,03412489568","0,5213169037","0,6536136966","0,5042502338","0,3205049253","0,8766524406","0,8670376786","0,6755308787","0,9982241274"
Equity investment in funds,equity investment in funds (fall back approach),"0,9595285925","0,6731757523","0,5659298948","0,8623034739","0,7014777056","0,6978468606","0,9530164187","0,9806736386","0,1371374696","0,4187700794","0,4292692133","0,9140831924","0,4191794956","0,2599824632","0,4257660124","0,5352065908","0,7491528189","0,5846104455","0,2312141036","0,04320846168","0,1275328929","0,736556448","0,2834140496","0,2791791191","0,4509815016","0,7984227495","0,1087919231","0,8917947017","0,7531127379","0,8426802236","0,552486456","0,3865573735","0,8040054484","0,7548482943"
,Retail exposures; of which:,"0,8696871682","0,662426961","0,7418010874","0,06885926154","0,5463277544","0,9320058339","0,5008982356","0,8051400685","0,2482848855","0,3805432097","0,5353519139","0,499687559","0,50016903","0,9339637393","0,1804693835","0,2663596532","0,6610344715","0,5643502953","0,3991900451","0,9071100114","0,2425303929","0,3224566148","0,9705124614","0,4852517491","0,5440582455","0,1420065221","0,7802822673","0,746999883","0,7315524011","0,1422508111","0,4410557988","0,2842677559","0,9757598543","0,3398230816"
Retail exposures,regulatory retail: transactors,"0,6394363178","0,9692562385","0,3482506763","0,9940840019","0,2186678665","0,6797248264","0,3382990715","0,4931927875","0,6593262556","0,1690107506","0,1031554171","0,345180574","0,888093526","0,9183185395","0,7083537573","0,1536263076","0,1224185937","0,5905143984","0,5757346654","0,4361413986","0,6808217004","0,1136397261","0,5792212462","0,8092459448","0,6144852836","0,5759526128","0,9319282281","0,8367780297","0,5955861858","0,9775722433","0,06031368223","0,3198208137","0,3698950724","0,7636830092"
Retail exposures,regulatory retail: non-transactors,"0,9268178015","0,5711781675","0,9234403219","0,1101938411","0,1992031502","0,1353051366","0,7670732949","0,9769200356","0,04033920282","0,2609513188","0,3566719342","0,06440704291","0,07885224238","0,6148855948","0,204242671","0,09590830902","0,1318988216","0,8341833985","0,6423006395","0,2519390555","0,1042976898","0,02696143928","0,5043875471","0,8026204171","0,6153886508","0,9957810148","0,7085636347","0,056030294","0,8420521929","0,3071636368","0,3089677074","0,9515707947","0,1337065715","0,2183578258"
Retail exposures,other retail,"0,8484723194","0,2115513452","0,5687740151","0,1293588097","0,4335436806","0,9559795954","0,2302841817","0,589163569","0,3082934402","0,5222240079","0,6212082914","0,4591440565","0,5536980232","0,154556354","0,02177625709","0,5295134368","0,6507028036","0,3528169271","0,05355175281","0,05051882875","0,6042992628","0,7679343435","0,1969292099","0,3671185438","0,4598877235","0,009391737199","0,7346838475","0,7114092059","0,8881030556","0,3418425873","0,0970690551","0,9644791489","0,08947735081","0,9560874793"
,Exposures secured by real estate; of which:,"0,3005797275","0,7472123876","0,4812049844","0,8945698151","0,2862666948","0,4274007618","0,752452451","0,8162519087","0,8081267089","0,7784601399","0,7446018516","0,05042275141","0,1648487601","0,9155372552","0,3440332706","0,6839173693","0,08600346203","0,8542831022","0,07405613576","0,8236035984","0,8353628295","0,008839523883","0,6618431022","0,9483063836","0,7546698818","0,02670667523","0,03673438646","0,6648278301","0,2621704918","0,2074698276","0,4524485918","0,9846704159","0,2157284319","0,5931847364"
